Food,energy,carbs,fiber,sugars,sodium,fat,protein,y_vegetarian,y_diabetic,y_low_sodium
Chocolate Pudding (1/2 cup),150.0,0.0,2.0,22.0,130.0,4.0,2.0,1,0,1
Mackerel (3oz cooked),175.0,0.0,0.0,0.0,75.0,12.0,16.0,1,1,1
Collard Greens (1 cup cooked),60.0,0.0,7.0,1.0,40.0,1.0,5.0,1,1,1
Ham (3oz deli sliced),110.0,0.0,0.0,1.5,950.0,4.0,16.0,0,1,0
Swiss Cheese (1 slice),106.0,0.0,0.0,0.4,54.0,8.0,7.6,1,1,1
Rye Bread (1 slice),83.0,0.0,1.9,1.2,170.0,1.1,2.7,1,1,0
Potato Leek Soup (1 cup),180.0,0.0,3.0,4.0,650.0,7.0,4.0,1,1,0
Brie Cheese (1 oz),95.0,0.0,0.0,0.1,178.0,7.9,6.0,1,1,0
Water Cracker (5 crackers),70.0,0.0,0.5,0.0,150.0,1.5,1.5,1,1,0
Grapefruit (1/2 medium),52.0,0.0,2.0,8.5,0.0,0.2,1.1,1,1,1
Veggie Straws (1 oz),130.0,0.0,1.0,1.0,220.0,7.0,1.0,1,1,0
Fish Tacos (2 tacos),420.0,0.0,6.0,5.0,700.0,18.0,25.0,0,1,0
Cabbage Slaw (side),60.0,0.0,2.0,5.0,120.0,3.0,1.0,1,1,1
Lime (juice of 1),11.0,0.0,0.4,0.7,1.0,0.0,0.2,1,1,1
Beer (12 oz light),103.0,0.0,0.0,0.3,10.0,0.0,0.9,1,1,1
Danish (Cheese 1 medium),340.0,0.0,2.0,16.0,300.0,18.0,7.0,1,0,0
Kefir (Plain 1 cup),104.0,0.0,0.0,9.0,100.0,2.5,10.0,1,1,1
Gnocchi (1 cup),210.0,0.0,3.0,2.0,480.0,1.5,4.5,1,1,0
Pesto Sauce (1/4 cup),260.0,0.0,2.0,1.0,550.0,26.0,5.0,1,1,0
Pine Nuts (1 tbsp),95.0,0.0,0.5,0.5,0.0,10.0,2.0,1,1,1
Chai Latte (12 oz),190.0,0.0,1.0,30.0,105.0,4.0,7.0,1,0,1
Manicotti (2 shells cheese),380.0,0.0,4.0,7.0,650.0,18.0,20.0,1,1,0
Italian Sausage (1 link),200.0,0.0,0.0,1.0,550.0,16.0,12.0,0,1,0
Jicama (1 cup sticks),46.0,0.0,5.8,2.1,5.0,0.1,0.9,1,1,1
Chili Powder (1 tsp),8.0,0.0,0.9,0.2,10.0,0.4,0.3,1,1,1
Ants on a Log (4 pcs),180.0,0.0,3.0,7.0,120.0,12.0,6.0,1,1,1
Split Pea Soup (1 cup),180.0,0.0,10.0,6.0,700.0,2.0,11.0,1,1,0
Ham & Cheese Croissant,400.0,0.0,2.0,6.0,750.0,22.0,15.0,0,1,0
Espresso (double shot),5.0,0.0,0.0,0.0,1.0,0.1,0.5,1,1,1
Ricotta Cheese (1/4 cup),85.0,0.0,0.0,1.0,50.0,6.0,5.5,1,1,1
Chicken & Rice Soup (1 can),130.0,0.0,2.0,2.0,850.0,3.0,7.0,0,1,0
Salt (1/4 tsp),0.0,0.0,0.0,0.0,580.0,0.0,0.0,1,1,0
Guava,68.0,0.0,5.4,8.9,3.0,0.9,2.6,1,1,1
Club Sandwich,580.0,0.0,5.0,7.0,1300.0,30.0,35.0,1,1,0
Pickle (1 whole dill),17.0,0.0,1.5,1.7,1200.0,0.2,0.8,1,1,0
Turkey Chili (1 cup),250.0,0.0,8.0,6.0,750.0,7.0,22.0,0,1,0
Sour Cream (2 tbsp),60.0,0.0,0.0,0.8,25.0,5.8,0.8,1,1,1
Shredded Cheese (Cheddar 1/4 cup),115.0,0.0,0.0,0.5,180.0,9.5,7.0,1,1,0
Matcha Latte (12 oz),180.0,0.0,2.0,25.0,90.0,5.0,6.0,1,0,1
Chocolate Donut (1 medium),300.0,0.0,2.0,18.0,230.0,17.0,4.0,1,0,0
Tuna Melt,450.0,0.0,3.0,4.0,900.0,25.0,25.0,0,1,0
Apple Cider (1 cup),117.0,0.0,0.5,27.0,10.0,0.3,0.1,1,0,1
Beef Burrito (large),650.0,0.0,10.0,5.0,1400.0,28.0,30.0,0,1,0
Pico de Gallo (1/4 cup),15.0,0.0,1.0,2.0,200.0,0.0,0.5,1,1,0
Corn Tortilla (1 medium),52.0,0.0,1.5,0.2,4.0,0.7,1.4,1,1,1
Mussels (3oz steamed),146.0,0.0,0.0,0.0,310.0,4.0,20.0,1,1,0
White Wine Sauce (1/4 cup),80.0,0.0,0.5,2.0,300.0,6.0,1.0,1,1,0
French Bread (2 slices),180.0,0.0,2.0,2.0,380.0,1.0,6.0,1,1,0
Blackberries (1 cup),62.0,0.0,7.6,4.9,1.0,0.7,2.0,1,1,1
Cheese Danish,340.0,0.0,2.0,16.0,300.0,18.0,7.0,1,0,0
Chicken Salad Sandwich,420.0,0.0,3.0,5.0,850.0,20.0,20.0,0,1,0
Soyrizo (2 oz),140.0,0.0,3.0,2.0,450.0,9.0,10.0,1,1,0
Hash Browns (1 cup),330.0,0.0,3.0,1.0,550.0,19.0,3.0,1,1,0
Ketchup (1 packet),10.0,0.0,0.1,2.0,90.0,0.0,0.1,1,1,1
Philly Cheesesteak (6 inch),500.0,0.0,3.0,5.0,1100.0,28.0,25.0,0,1,0
Cheese Whiz (2 tbsp),90.0,0.0,0.0,2.0,540.0,7.0,4.0,1,1,0
Onions (sautéed 1/4 cup),30.0,0.0,1.0,3.0,5.0,1.0,0.5,1,1,1
Raspberries (1 cup),64.0,0.0,8.0,5.4,1.0,0.8,1.5,1,1,1
Cheesy Grits (1 cup),210.0,0.0,2.0,1.0,550.0,6.0,6.0,1,1,0
Collard Greens (with ham hock),180.0,0.0,8.0,3.0,600.0,9.0,10.0,0,1,0
Fried Okra (1 cup),220.0,0.0,5.0,3.0,450.0,12.0,4.0,1,1,0
Sweet Tea (16 oz),180.0,0.0,0.0,46.0,15.0,0.0,0.0,1,0,1
Gyro (1 sandwich),600.0,0.0,5.0,6.0,1200.0,30.0,25.0,1,1,0
Pita Bread (White 1 large),220.0,0.0,2.0,2.0,440.0,2.0,7.0,1,1,0
Baklava (1 piece),280.0,0.0,2.0,20.0,80.0,18.0,3.0,1,0,1
Coconut (shredded 1/4 cup),110.0,0.0,2.0,1.5,3.0,10.5,1.0,1,1,1
S'more (1 serving),140.0,0.0,1.0,15.0,90.0,4.0,2.0,1,1,1
Graham Cracker (1 large rectangle),60.0,0.0,0.5,4.0,70.0,1.5,1.0,0,1,1
Marshmallow (1 large),23.0,0.0,0.0,4.0,5.0,0.0,0.1,1,1,1
Chocolate (Hershey's bar 1 segment),25.0,0.0,0.2,2.8,4.0,1.5,0.3,1,0,1
Chicken Parm Sandwich,650.0,0.0,6.0,9.0,1400.0,30.0,40.0,0,1,0
Mozzarella (1 slice),80.0,0.0,0.0,0.5,150.0,6.0,6.0,1,1,0
Bread Roll (hoagie),200.0,0.0,2.0,3.0,400.0,2.0,6.0,1,1,0
Artichoke (1 medium steamed),60.0,0.0,6.9,1.2,112.0,0.2,4.2,1,1,1
Mayonnaise (1 tbsp for dipping),90.0,0.0,0.0,0.1,70.0,10.0,0.1,1,1,1
Calamari (fried 3oz),150.0,0.0,1.0,1.0,600.0,7.0,13.0,1,1,0
Lemon Wedge (for calamari),3.0,0.0,0.3,0.2,0.0,0.0,0.1,1,1,1
Root Beer (1 can),150.0,0.0,0.0,40.0,55.0,0.0,0.0,1,0,1
Chicken McNuggets (6 pcs),270.0,0.0,1.0,0.0,500.0,16.0,15.0,0,1,0
BBQ Sauce (2 tbsp),60.0,0.0,0.5,12.0,350.0,0.0,0.5,1,1,0
Honey (1 tbsp),64.0,0.0,0.0,17.2,1.0,0.0,0.1,1,0,1
Tofu Scramble,250.0,0.0,4.0,3.0,300.0,16.0,20.0,1,1,0
Turmeric (1 tsp),9.0,0.0,0.7,0.1,1.0,0.1,0.3,1,1,1
Nutritional Yeast (1 tbsp),20.0,0.0,1.0,0.0,10.0,0.0,3.0,1,1,1
Seitan (3oz),90.0,0.0,1.0,1.0,300.0,1.0,18.0,1,1,0
Vegetable Broth (1 cup),15.0,0.0,1.0,2.0,550.0,0.0,1.0,1,1,0
Mashed Cauliflower (1 cup),140.0,0.0,5.0,4.0,400.0,8.0,5.0,1,1,0
Peanut Sauce (2 tbsp),80.0,0.0,1.0,3.0,250.0,6.0,2.0,1,1,0
Tempeh (3oz),160.0,0.0,5.0,0.0,10.0,9.0,16.0,1,1,1
Sauerkraut (1/2 cup),14.0,0.0,2.0,1.2,468.0,0.1,0.7,1,1,0
Rye Crispbread (2 slices),70.0,0.0,3.0,0.0,120.0,0.5,2.0,1,1,1
Capers (1 tbsp),2.0,0.0,0.3,0.1,200.0,0.1,0.2,1,1,0
Chicken Liver (2 oz cooked),91.0,0.0,0.0,0.0,50.0,3.6,13.6,0,1,1
Onion (1/2 cup raw chopped),32.0,0.0,1.4,3.8,3.0,0.1,0.9,1,1,1
Bok Choy (1 cup steamed),10.0,0.0,1.0,1.0,40.0,0.1,1.5,1,1,1
Gummy Bears (10 pcs),100.0,0.0,0.0,15.0,10.0,0.0,2.0,1,1,1
Whiskey (1.5 oz shot),105.0,0.0,0.0,0.1,1.0,0.0,0.0,1,1,1
Dates (2 medium Medjool),133.0,0.0,3.2,32.0,1.0,0.1,0.8,1,0,1
Tahini (1 tbsp),89.0,0.0,1.4,0.1,17.0,8.0,2.6,1,1,1
Chickpeas (1/2 cup canned),135.0,0.0,6.0,3.0,250.0,2.0,7.0,1,1,0
Lettuce (Romaine 2 cups),16.0,0.0,2.0,1.0,10.0,0.3,1.0,1,1,1
Italian Dressing (2 tbsp),70.0,0.0,0.0,2.0,300.0,7.0,0.0,1,1,0
Turkey Sausage (1 patty),70.0,0.0,0.0,0.5,280.0,4.0,9.0,0,1,0
Maple Syrup (1 tbsp),52.0,0.0,0.0,12.0,1.0,0.0,0.0,1,0,1
"Margarita (1 drink,  4oz)",200.0,0.0,0.1,19.0,5.0,0.0,0.1,1,0,1
Quesadilla (Cheese 1 medium),400.0,0.0,3.0,2.0,700.0,22.0,18.0,1,1,0
Sour Cream (1 tbsp),30.0,0.0,0.0,0.4,12.0,2.9,0.4,1,1,1
Salsa (2 tbsp),10.0,0.0,0.5,1.0,120.0,0.0,0.5,1,1,1
Red Cabbage (1 cup raw),22.0,0.0,1.6,2.8,8.0,0.1,1.1,1,1,1
Duck (3oz roasted),285.0,0.0,0.0,0.0,65.0,24.0,16.0,0,1,1
Orange Sauce (1/4 cup for duck),90.0,0.0,0.5,20.0,200.0,0.0,0.5,0,0,0
Wild Rice (1 cup cooked),166.0,0.0,3.0,1.2,5.0,0.6,6.5,1,1,1
Cupcake (Vanilla 1 medium),240.0,0.0,1.0,25.0,200.0,11.0,2.0,1,0,0
Frosting (Vanilla 2 tbsp),140.0,0.0,0.0,22.0,65.0,6.0,0.0,1,0,1
Hot Sauce (1 tsp Tabasco),0.0,0.0,0.0,0.0,35.0,0.0,0.0,1,1,1
Bison Burger (1 patty),150.0,0.0,0.0,0.0,65.0,7.0,22.0,0,1,1
Pretzel Bun (1 medium),230.0,0.0,2.0,4.0,550.0,2.0,8.0,1,1,0
Spicy Mustard (1 tbsp),10.0,0.0,0.5,0.0,120.0,0.5,0.5,1,1,1
Pasta Salad (1 cup),280.0,0.0,4.0,5.0,450.0,14.0,8.0,1,1,0
Pepperoncini (2 peppers),10.0,0.0,1.0,1.0,350.0,0.0,0.5,1,1,0
Coconut Milk (1/4 cup canned),111.0,0.0,0.5,1.5,8.0,11.6,1.1,1,1,1
Green Curry Paste (1 tbsp),30.0,0.0,1.0,1.0,400.0,2.5,0.5,1,1,0
Chicken Thigh (1 roasted),210.0,0.0,0.0,0.0,90.0,13.0,24.0,0,1,1
Jasmine Rice (1 cup cooked),205.0,0.0,0.6,0.0,2.0,0.4,4.3,1,1,1
Thai Iced Tea (1 glass),250.0,0.0,0.0,33.0,50.0,12.0,3.0,1,0,1
Papaya (1 cup cubes),62.0,0.0,2.5,11.0,12.0,0.4,0.6,1,1,1
Lime Juice (1 tbsp),4.0,0.0,0.1,0.2,0.0,0.0,0.1,1,1,1
Macaroni Salad (1 cup),380.0,0.0,3.0,6.0,750.0,25.0,8.0,1,1,0
Celery (1 stalk),6.0,0.0,0.6,0.5,32.0,0.1,0.3,1,1,1
Blue Cheese (1 oz),100.0,0.0,0.0,0.1,325.0,8.0,6.0,1,1,0
Dark Chocolate (1 oz 70%),170.0,0.0,3.0,7.0,5.0,12.0,2.2,1,0,1
Acai Bowl (1 serving),350.0,0.0,10.0,30.0,40.0,12.0,5.0,1,0,1
Granola (1/4 cup topping),120.0,0.0,3.0,7.0,20.0,6.0,3.0,1,1,1
Coconut Flakes (1 tbsp topping),35.0,0.0,0.7,0.5,1.0,3.3,0.3,1,1,1
Honey (1 tsp drizzle),21.0,0.0,0.0,5.8,0.0,0.0,0.0,1,1,1
Shrimp Cocktail (4 large shrimp),60.0,0.0,0.0,0.5,300.0,1.0,10.0,0,1,0
Cocktail Sauce (2 tbsp),30.0,0.0,0.5,5.0,450.0,0.0,0.5,1,1,0
Pork Bun (1 steamed),220.0,0.0,2.0,6.0,400.0,8.0,8.0,0,1,0
Dim Sum (Siu Mai 3 pcs),180.0,0.0,2.0,1.0,550.0,10.0,12.0,1,1,0
Soy Sauce (1 tbsp for dipping),9.0,0.0,0.1,0.4,920.0,0.0,1.0,1,1,0
Oyster (1 medium raw),8.0,0.0,0.0,0.0,50.0,0.2,1.0,1,1,1
Mignonette Sauce (1 tbsp),5.0,0.0,0.0,0.5,30.0,0.0,0.0,1,1,1
Beef Pho (1 large bowl),450.0,0.0,4.0,5.0,1500.0,12.0,30.0,0,1,0
Bean Sprouts (1/4 cup garnish),8.0,0.0,0.4,1.0,1.0,0.1,0.8,1,1,1
Thai Basil (garnish),1.0,0.0,0.0,0.0,0.0,0.0,0.1,1,1,1
Lime Wedge (garnish),3.0,0.0,0.3,0.2,0.0,0.0,0.1,1,1,1
Jalapeno (1 tbsp sliced),4.0,0.0,0.4,0.5,1.0,0.1,0.1,1,1,1
Hoisin Sauce (1 tbsp),35.0,0.0,0.1,5.0,220.0,0.2,0.3,1,1,0
Sriracha (1 tsp),5.0,0.0,0.1,0.8,80.0,0.1,0.1,1,1,1
Crepe (1 plain),90.0,0.0,0.5,3.0,100.0,2.0,3.5,1,1,1
Nutella (1 tbsp),100.0,0.0,1.0,10.0,10.0,6.0,1.5,1,1,1
Powdered Sugar (1 tsp),10.0,0.0,0.0,2.5,0.0,0.0,0.0,1,1,1
Sake (3 oz),117.0,0.0,0.0,0.0,4.0,0.0,0.4,1,1,1
Edamame (in pod 1 cup),120.0,0.0,5.0,2.0,9.0,5.0,11.0,1,1,1
Sea Salt (coarse 1/4 tsp),0.0,0.0,0.0,0.0,550.0,0.0,0.0,1,1,0
Biryani (Chicken 1.5 cups),520.0,0.0,5.0,6.0,900.0,18.0,28.0,0,1,0
Raita (2 tbsp),30.0,0.0,0.5,1.5,100.0,2.0,1.0,1,1,1
Lassi (Mango 1 cup),180.0,0.0,1.0,28.0,60.0,4.0,5.0,1,0,1
Samosa (1 piece vegetable),130.0,0.0,2.0,1.0,300.0,6.0,2.0,1,1,0
Tamarind Chutney (1 tbsp),20.0,0.0,0.5,4.0,120.0,0.0,0.1,1,1,1
Mint Chutney (1 tbsp),5.0,0.0,0.3,0.2,150.0,0.0,0.2,1,1,0
Pani Puri (6 pcs),200.0,0.0,3.0,2.0,400.0,5.0,4.0,1,1,0
Passion Fruit (1 fruit),17.0,0.0,1.9,2.0,5.0,0.1,0.4,1,1,1
Kimchi Jjigae (1 bowl),350.0,0.0,5.0,6.0,1200.0,22.0,15.0,1,1,0
Silken Tofu (3oz in soup),45.0,0.0,0.5,1.0,5.0,2.5,5.0,1,1,1
Pork Belly (1 oz in soup),145.0,0.0,0.0,0.0,150.0,15.0,3.0,0,1,0
Gochugaru (1 tsp),10.0,0.0,0.5,0.3,1.0,0.3,0.3,1,1,1
Gochujang (1 tbsp),30.0,0.0,0.5,4.0,200.0,0.0,0.5,1,1,0
Sesame Oil (1 tsp),40.0,0.0,0.0,0.0,0.0,4.5,0.0,1,1,1
Fish Sauce (1 tsp),5.0,0.0,0.0,0.4,450.0,0.0,0.4,0,1,0
"Sugar (1 tsp,  in broth)",16.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,1
Green Onion (1 tbsp garnish),3.0,0.0,0.2,0.2,0.0,0.0,0.2,1,1,1
Kombucha (16 oz),60.0,0.0,0.0,12.0,20.0,0.0,0.0,1,1,1
Beef Wellington (1 slice),600.0,0.0,4.0,4.0,850.0,38.0,30.0,0,1,0
Pate (Mushroom 2 tbsp),70.0,0.0,1.0,1.0,100.0,7.0,1.0,1,1,1
Puff Pastry (1 oz wrapper),115.0,0.0,0.5,0.0,100.0,8.0,1.5,1,1,1
Prosciutto (1 slice),35.0,0.0,0.0,0.0,280.0,2.5,4.0,1,1,0
Asparagus (6 spears roasted),40.0,0.0,3.0,2.0,150.0,2.0,4.0,1,1,0
Hollandaise Sauce (1 tbsp),55.0,0.0,0.0,0.1,75.0,6.0,0.5,1,1,1
Flan (1 slice),220.0,0.0,0.0,33.0,80.0,7.0,6.0,1,0,1
Caramel Sauce (1 tbsp),60.0,0.0,0.0,12.0,30.0,1.0,0.0,1,1,1
Congee (1 cup plain),130.0,0.0,1.0,0.5,300.0,1.0,2.5,1,1,0
Pickled Radish (1/4 cup),15.0,0.0,1.0,2.0,250.0,0.0,0.5,1,1,0
Pork Floss (1 tbsp),50.0,0.0,0.0,2.5,150.0,2.0,4.0,0,1,0
Century Egg (1 egg),100.0,0.0,0.0,0.5,300.0,7.0,7.0,1,1,0
Arugula (2 cups),10.0,0.0,0.4,0.4,6.0,0.2,1.0,1,1,1
Goat Cheese (1 oz),103.0,0.0,0.0,0.1,146.0,8.5,6.1,1,1,0
Beets (1/2 cup roasted),30.0,0.0,1.4,5.8,50.0,0.1,0.8,1,1,1
Walnuts (1 tbsp chopped),46.0,0.0,0.5,0.2,0.0,4.6,1.1,1,1,1
Balsamic Glaze (1 tbsp),40.0,0.0,0.0,8.0,10.0,0.0,0.0,1,1,1
Bobotie (1 serving),450.0,0.0,5.0,15.0,700.0,25.0,25.0,1,1,0
Yellow Rice (1 cup),230.0,0.0,2.0,1.0,300.0,1.0,4.0,1,1,0
Chutney (Mango 1 tbsp),45.0,0.0,0.5,10.0,180.0,0.1,0.1,1,1,0
Malva Pudding (1 slice),380.0,0.0,2.0,40.0,350.0,14.0,5.0,1,0,0
Custard (1/4 cup),80.0,0.0,0.0,8.0,40.0,3.0,3.0,1,1,1
Bubble Tea (16 oz milk tea),320.0,0.0,1.0,60.0,100.0,4.0,2.0,1,0,1
Tapioca Pearls (1/4 cup boba),100.0,0.0,0.0,20.0,5.0,0.0,0.0,1,0,1
Paella (1.5 cups seafood),550.0,0.0,6.0,5.0,1200.0,18.0,30.0,1,1,0
Chorizo (1 oz in paella),130.0,0.0,0.0,0.5,350.0,11.0,6.0,1,1,0
Saffron (pinch),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Aioli (Garlic 1 tbsp),95.0,0.0,0.0,0.1,70.0,10.5,0.1,1,1,1
Gazpacho (1 cup),90.0,0.0,3.0,7.0,600.0,4.0,2.0,1,1,0
Croutons (Garlic 1/4 cup),50.0,0.0,0.5,0.5,140.0,2.0,1.5,1,1,1
Olive Oil (1 tsp garnish),40.0,0.0,0.0,0.0,0.0,4.5,0.0,1,1,1
Churros (2 sticks),240.0,0.0,1.5,10.0,200.0,12.0,3.0,1,1,0
Chocolate Sauce (1 tbsp dipping),50.0,0.0,1.0,8.0,5.0,1.5,0.5,1,0,1
Cinnamon Sugar (1 tsp),20.0,0.0,0.0,5.0,0.0,0.0,0.0,1,1,1
Horchata (1 cup),140.0,0.0,1.0,22.0,30.0,3.0,2.0,1,0,1
Ceviche (1 cup fish),180.0,0.0,3.0,4.0,700.0,2.0,25.0,0,1,0
Red Onion (1/4 cup in ceviche),16.0,0.0,0.4,1.8,1.0,0.0,0.3,1,1,1
Cilantro (2 tbsp garnish),1.0,0.0,0.1,0.0,0.0,0.0,0.1,1,1,1
Corn Nuts (1 oz),130.0,0.0,2.0,0.0,180.0,4.0,2.0,1,1,0
Lomo Saltado (1.5 cups),500.0,0.0,5.0,6.0,1100.0,22.0,35.0,1,1,0
French Fries (as side),200.0,0.0,2.0,0.2,130.0,10.0,2.0,1,1,1
Soy Sauce (1 tbsp in stir-fry),9.0,0.0,0.1,0.4,920.0,0.0,1.0,1,1,0
Aji Amarillo Paste (1 tsp),5.0,0.0,0.5,0.5,50.0,0.0,0.1,1,1,1
Pisco Sour (1 drink),250.0,0.0,0.0,24.0,5.0,0.0,1.0,1,0,1
Egg White (in drink),17.0,0.0,0.0,0.2,55.0,0.0,3.6,1,1,1
Angostura Bitters (dash),5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Alfajores (1 cookie),180.0,0.0,1.0,15.0,60.0,10.0,2.0,1,0,1
Dulce de Leche (1 tbsp filling),65.0,0.0,0.0,10.0,30.0,1.5,1.0,1,1,1
Coconut (shredded garnish),10.0,0.0,0.2,0.1,0.0,1.0,0.1,1,1,1
Mate (1 cup),5.0,0.0,0.0,0.0,2.0,0.0,0.2,1,1,1
Media Luna (1 pastry),190.0,0.0,1.0,9.0,150.0,8.0,4.0,1,1,0
Chimichurri (1 tbsp),45.0,0.0,0.2,0.1,100.0,4.5,0.1,1,1,1
Skirt Steak (4oz grilled),240.0,0.0,0.0,0.0,70.0,15.0,26.0,0,1,1
Provoleta (1 oz grilled cheese),100.0,0.0,0.0,0.5,250.0,8.0,7.0,1,1,0
Oregano (1 tsp),3.0,0.0,0.2,0.0,0.0,0.0,0.1,1,1,1
Empanada (Beef 1 medium),290.0,0.0,3.0,3.0,550.0,16.0,10.0,0,1,0
Chicken Milanesa (1 serving),450.0,0.0,3.0,2.0,700.0,22.0,35.0,0,1,0
Mashed Potatoes (side),150.0,0.0,2.0,2.0,300.0,4.0,3.0,1,1,0
Choripan (1 sandwich),550.0,0.0,3.0,4.0,1100.0,35.0,20.0,1,1,0
Baguette (slice),70.0,0.0,0.6,0.5,150.0,0.5,2.5,1,1,0
Pizza (Margherita 1 slice),250.0,0.0,3.0,4.0,600.0,10.0,12.0,1,1,0
Fresh Mozzarella (1 oz),72.0,0.0,0.0,0.3,138.0,5.0,5.0,1,1,1
Basil (2 tbsp fresh),1.0,0.0,0.1,0.0,0.0,0.0,0.1,1,1,1
Carbonara (1.5 cups),650.0,0.0,4.0,4.0,900.0,35.0,25.0,1,1,0
Guanciale (1 oz),170.0,0.0,0.0,0.0,450.0,18.0,3.0,1,1,0
Pecorino Cheese (1 tbsp),25.0,0.0,0.0,0.0,110.0,2.0,1.5,1,1,1
Black Pepper (1/4 tsp),1.0,0.0,0.1,0.0,0.0,0.0,0.0,1,1,1
Egg Yolk (1 large in sauce),55.0,0.0,0.0,0.3,8.0,4.5,2.7,1,1,1
Supplì (1 piece fried rice ball),200.0,0.0,2.0,2.0,400.0,8.0,8.0,1,1,0
Aperol Spritz (1 drink),180.0,0.0,0.0,20.0,10.0,0.0,0.0,1,0,1
Prosecco (3 oz),70.0,0.0,0.0,1.5,5.0,0.0,0.0,1,1,1
Club Soda (2 oz),0.0,0.0,0.0,0.0,20.0,0.0,0.0,1,0,1
Orange Slice (garnish),5.0,0.0,0.2,0.8,0.0,0.0,0.1,1,1,1
Tagliatelle al Ragù (Bolognese),550.0,0.0,7.0,8.0,850.0,20.0,28.0,1,1,0
Ground Beef (2 oz in sauce),140.0,0.0,0.0,0.0,40.0,10.0,11.0,0,1,1
Pancetta (0.5 oz in sauce),45.0,0.0,0.0,0.0,160.0,4.5,1.5,1,1,0
Carrot (1/4 minced in sauce),10.0,0.0,0.7,1.2,17.0,0.1,0.2,1,1,1
Celery (1/4 stalk minced),2.0,0.0,0.2,0.2,12.0,0.0,0.1,1,1,1
Onion (1/8 minced in sauce),5.0,0.0,0.2,0.6,1.0,0.0,0.1,1,1,1
Crushed Tomatoes (1/2 cup sauce),20.0,0.0,1.5,3.0,200.0,0.0,1.0,1,1,0
Parmigiano-Reggiano (1 tbsp),22.0,0.0,0.0,0.0,95.0,1.5,2.0,1,1,1
Cannoli (1 medium),240.0,0.0,1.0,18.0,100.0,13.0,5.0,1,0,1
Ricotta (filling 1 oz),49.0,0.0,0.0,0.1,23.0,3.8,3.2,1,1,1
Pistachio (garnish),10.0,0.0,0.2,0.1,0.0,0.8,0.4,1,1,1
Biscotti (1 cookie),110.0,0.0,1.0,9.0,50.0,4.0,2.0,1,0,1
Espresso (for dipping),2.0,0.0,0.0,0.0,1.0,0.0,0.2,1,1,1
Focaccia (1 square),250.0,0.0,2.0,2.0,500.0,7.0,8.0,1,1,0
Rosemary (1 tsp topping),1.0,0.0,0.1,0.0,0.0,0.0,0.0,1,1,1
Coarse Salt (garnish),0.0,0.0,0.0,0.0,200.0,0.0,0.0,1,1,0
Olive Oil (1 tbsp drizzle),120.0,0.0,0.0,0.0,0.0,14.0,0.0,1,1,1
Bruschetta (2 pcs),180.0,0.0,3.0,4.0,350.0,7.0,4.0,1,1,0
Balsamic Glaze (1 tsp),13.0,0.0,0.0,2.7,3.0,0.0,0.0,1,1,1
Ribollita (1.5 cups soup),350.0,0.0,14.0,10.0,900.0,8.0,15.0,1,1,0
Cannellini Beans (1/2 cup in soup),105.0,0.0,6.0,1.0,230.0,0.5,7.0,1,1,0
Kale (1 cup in soup),33.0,0.0,2.0,1.0,29.0,0.6,2.9,1,1,1
Stale Bread (1/2 cup in soup),80.0,0.0,1.0,1.5,160.0,1.0,3.0,1,1,0
Polenta (1 cup creamy),150.0,0.0,3.0,1.0,350.0,1.0,3.0,1,1,0
Gorgonzola Cheese (1 oz),100.0,0.0,0.0,0.1,325.0,8.0,6.0,1,1,0
Negroni (1 drink),190.0,0.0,0.0,15.0,5.0,0.0,0.0,1,1,1
Gin (1 oz),70.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Campari (1 oz),80.0,0.0,0.0,10.0,5.0,0.0,0.0,1,1,1
Sweet Vermouth (1 oz),40.0,0.0,0.0,5.0,0.0,0.0,0.0,1,0,1
Orange Peel (garnish),1.0,0.0,0.1,0.0,0.0,0.0,0.0,1,1,1
Osso Buco (1 serving),550.0,0.0,4.0,6.0,900.0,30.0,45.0,1,1,0
Gremolata (1 tbsp),15.0,0.0,0.5,0.5,5.0,1.0,0.5,1,1,1
Risotto alla Milanese (1 cup),350.0,0.0,3.0,3.0,700.0,12.0,10.0,1,1,0
Saffron (pinch in risotto),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Panettone (1 slice),320.0,0.0,3.0,25.0,200.0,12.0,6.0,1,0,0
Candied Fruit (1 tbsp),30.0,0.0,0.5,8.0,5.0,0.0,0.0,1,1,1
Amaretti Cookie (2 cookies),90.0,0.0,1.0,10.0,10.0,4.0,2.0,1,0,1
Limoncello (1.5 oz shot),150.0,0.0,0.0,18.0,0.0,0.0,0.0,1,0,1
Panna Cotta (1 serving),300.0,0.0,0.0,22.0,50.0,20.0,4.0,1,0,1
Berry Coulis (1 tbsp),20.0,0.0,0.5,4.5,0.0,0.0,0.0,1,1,1
Saltimbocca (1 serving),380.0,0.0,0.5,1.0,850.0,22.0,38.0,1,1,0
Prosciutto (1 slice wrapper),35.0,0.0,0.0,0.0,280.0,2.5,4.0,1,1,0
Sage (2 leaves),1.0,0.0,0.1,0.0,0.0,0.0,0.0,1,1,1
Polenta (grilled 1 slice),120.0,0.0,2.0,0.5,300.0,1.0,2.5,1,1,0
Caponata (1/2 cup),180.0,0.0,5.0,9.0,400.0,14.0,2.0,1,1,0
