generic_name,therapeutic_class,action_class,treatment_area,condition,source,confidence
teriparatide,HORMONE,,General Medicine,Osteoporosis,curated,0.95
goserelin acetate,HORMONES,GNRH agonists/analogu,Oncology,Prostate Cancer,curated,0.95
goserelin acetate,HORMONES,GNRH agonists/analogu,Oncology,Breast Cancer,curated,0.95
goserelin acetate,HORMONES,GNRH agonists/analogu,Oncology,Endometriosis,curated,0.95
isotretinoin,DERMA,Retinoids- First generatio,General Medicine,Severe Acne,curated,0.95
permethrin,DERMA,Ectoparasiticide,General Medicine,Scabies,curated,0.95
permethrin,DERMA,Ectoparasiticide,General Medicine,Lice,curated,0.95
clobetasol,DERM,,General Medicine,Eczema,curated,0.95
clobetasol,DERM,,General Medicine,Psoriasis,curated,0.95
clobetasol,DERM,,General Medicine,Dermatitis,curated,0.95
beclometasone,DERM,,General Medicine,Eczema,curated,0.95
beclometasone,DERM,,General Medicine,Dermatitis,curated,0.95
salicylic acid,DERMA,Keratoplastic and keratolytic agent,General Medicine,Acne,curated,0.95
salicylic acid,DERMA,Keratoplastic and keratolytic agent,General Medicine,Warts,curated,0.95
luliconazole,DERM,,Infectious Disease,Fungal Skin Infection,curated,0.95
amorolfine,DERM,,Infectious Disease,Nail Fungal Infection,curated,0.95
ozenoxacin,DERM,,General Medicine,Impetigo,curated,0.95
fluticasone propionate,DERMA,Glucocorticoid,General Medicine,Eczema,curated,0.95
fluticasone propionate,DERMA,Glucocorticoid,General Medicine,Dermatitis,curated,0.95
miconazole,DERMA,Fungal ergosterol synthesis inhibito,Infectious Disease,Fungal Skin Infection,curated,0.95
oxiconazole,DERMA,Fungal ergosterol synthesis inhibito,Infectious Disease,Fungal Skin Infection,curated,0.95
clindamycin,ANTI INFECTIVE,,Infectious Disease,Acne,curated,0.95
clindamycin,ANTI INFECTIVE,,Infectious Disease,Bacterial Skin Infection,curated,0.95
gatifloxacin,OPHTHA,,Infectious Disease,Bacterial Eye Infection,curated,0.95
gatifloxacin,OPHTHA,,Infectious Disease,Conjunctivitis,curated,0.95
moxifloxacin,OPHTHA,,Infectious Disease,Bacterial Eye Infection,curated,0.95
moxifloxacin,OPHTHA,,Infectious Disease,Bacterial Infection,curated,0.95
olopatadine,OPHTHAL,H1 Antihistaminics (second Generation,General Medicine,Allergic Conjunctivitis,curated,0.95
carboxymethylcellulose,OPHTHA,,General Medicine,Dry Eye,curated,0.95
sodium hyaluronate,OPHTHAL,Osteoarthritis- Hyaluronic aci,General Medicine,Dry Eye,curated,0.95
naphazoline,OPHTHA,,General Medicine,Eye Redness,curated,0.95
naphazoline,OPHTHA,,General Medicine,Allergic Conjunctivitis,curated,0.95
nepafenac,OPHTHAL,NSAID,General Medicine,Post-Operative Eye Inflammation,curated,0.95
fluorometholone,OPHTHAL,Topical Glucocorticoid,General Medicine,Eye Inflammation,curated,0.95
loteprednol etabonate,OPHTHAL OTOLOGICAL,,General Medicine,Eye Inflammation,curated,0.95
sildenafil,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitor,Cardiovascular,Erectile Dysfunction,curated,0.95
sildenafil,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitor,Cardiovascular,Pulmonary Arterial Hypertension,curated,0.95
tadalafil,SEX STIMULANTS REJUVENATOR,,General Medicine,Erectile Dysfunction,curated,0.95
tadalafil,SEX STIMULANTS REJUVENATOR,,General Medicine,BPH,curated,0.95
dutasteride,UROLOGY,5 alpha- reductase inhibitor (5ARI,General Medicine,Benign Prostatic Hyperplasia,curated,0.95
orlistat,OTHERS,Lipase inhibito,General Medicine,Obesity,curated,0.95
orlistat,OTHERS,Lipase inhibito,General Medicine,Weight Management,curated,0.95
azathioprine,ANTI NEOPLASTICS,Immunosuppressant- Purine analog,General Medicine,Autoimmune Disease,curated,0.95
azathioprine,ANTI NEOPLASTICS,Immunosuppressant- Purine analog,General Medicine,Organ Transplant Rejection Prevention,curated,0.95
abiraterone acetate,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,curated,0.95
erlotinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Non-Small Cell Lung Cancer,curated,0.95
erlotinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Pancreatic Cancer,curated,0.95
danazol,GYNAECOLOGICAL,Androgen- Endometereosi,General Medicine,Endometriosis,curated,0.95
danazol,GYNAECOLOGICAL,Androgen- Endometereosi,General Medicine,Fibrocystic Breast Disease,curated,0.95
spironolactone,CARDIA,,Cardiovascular,Edema,curated,0.95
spironolactone,CARDIA,,Cardiovascular,Heart Failure,curated,0.95
spironolactone,CARDIA,,Cardiovascular,Hyperaldosteronism,curated,0.95
metolazone,CARDIAC,Low-ceiling Diuretics (Inhibitors of Na+Cl symport,Cardiovascular,Edema,curated,0.95
metolazone,CARDIAC,Low-ceiling Diuretics (Inhibitors of Na+Cl symport,Cardiovascular,Heart Failure,curated,0.95
lithium,,,General Medicine,Bipolar Disorder,curated,0.95
theophylline,RESPIRATORY,Theophylline & its derivative,Respiratory,Asthma,curated,0.95
theophylline,RESPIRATORY,Theophylline & its derivative,Respiratory,COPD,curated,0.95
methotrexate,ANTI NEOPLASTICS,Antimetabolite- Methotrexat,Rheumatology,Rheumatoid Arthritis,curated,0.95
methotrexate,ANTI NEOPLASTICS,Antimetabolite- Methotrexat,Rheumatology,Cancer,curated,0.95
methotrexate,ANTI NEOPLASTICS,Antimetabolite- Methotrexat,Rheumatology,Psoriasis,curated,0.95
haloperidol,NEURO CNS,Typical Antipsychotic,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
haloperidol,NEURO CNS,Typical Antipsychotic,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
haloperidol,NEURO CNS,Typical Antipsychotic,Neurology / Psychiatry,Depression,therapeutic_class,0.8
haloperidol,NEURO CNS,Typical Antipsychotic,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
haloperidol,NEURO CNS,Typical Antipsychotic,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
haloperidol,NEURO CNS,Typical Antipsychotic,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
bevacizumab,ANTI NEOPLASTICS,Vascular endothelial growth factor (VEGF) inhibitor,Oncology,Cancer,therapeutic_class,0.8
bevacizumab,ANTI NEOPLASTICS,Vascular endothelial growth factor (VEGF) inhibitor,Oncology,Malignant Tumor,therapeutic_class,0.8
bevacizumab,ANTI NEOPLASTICS,Vascular endothelial growth factor (VEGF) inhibitor,Oncology,Leukemia,therapeutic_class,0.8
enzalutamide,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
enzalutamide,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
enzalutamide,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
enzalutamide,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
azacitidine,ANTI NEOPLASTICS,Antimetabolite,Oncology,Cancer,therapeutic_class,0.8
azacitidine,ANTI NEOPLASTICS,Antimetabolite,Oncology,Malignant Tumor,therapeutic_class,0.8
azacitidine,ANTI NEOPLASTICS,Antimetabolite,Oncology,Leukemia,therapeutic_class,0.8
alectinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Cancer,therapeutic_class,0.8
alectinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Malignant Tumor,therapeutic_class,0.8
alectinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Leukemia,therapeutic_class,0.8
exemestane,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
exemestane,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
exemestane,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
exemestane,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
donepezil,NEURO CN,,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
donepezil,NEURO CN,,Neurology / Psychiatry,Depression,therapeutic_class,0.8
donepezil,NEURO CN,,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
donepezil,NEURO CN,,Neurology / Psychiatry,Vertigo,therapeutic_class,0.8
donepezil,NEURO CN,,Neurology / Psychiatry,Neuropathy,therapeutic_class,0.8
pheniramine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Asthma,therapeutic_class,0.8
pheniramine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
pheniramine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,COPD,therapeutic_class,0.8
pheniramine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Cough,therapeutic_class,0.8
pheniramine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Common Cold,therapeutic_class,0.8
pheniramine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Bronchitis,therapeutic_class,0.8
hydroxyzine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Asthma,therapeutic_class,0.8
hydroxyzine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
hydroxyzine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,COPD,therapeutic_class,0.8
hydroxyzine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Cough,therapeutic_class,0.8
hydroxyzine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Common Cold,therapeutic_class,0.8
hydroxyzine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Bronchitis,therapeutic_class,0.8
clonidine,CARDIAC,Alpha 2-adrenoceptors agonist (Central sympatholytics,Cardiovascular,Hypertension,therapeutic_class,0.8
clonidine,CARDIAC,Alpha 2-adrenoceptors agonist (Central sympatholytics,Cardiovascular,Heart Disease,therapeutic_class,0.8
clonidine,CARDIAC,Alpha 2-adrenoceptors agonist (Central sympatholytics,Cardiovascular,Angina,therapeutic_class,0.8
clonidine,CARDIAC,Alpha 2-adrenoceptors agonist (Central sympatholytics,Cardiovascular,Arrhythmia,therapeutic_class,0.8
clonidine,CARDIAC,Alpha 2-adrenoceptors agonist (Central sympatholytics,Cardiovascular,Heart Failure,therapeutic_class,0.8
clonidine,CARDIAC,Alpha 2-adrenoceptors agonist (Central sympatholytics,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
anastrozole,ANTI NEOPLASTICS,Aromatase inhibito,Oncology,Cancer,therapeutic_class,0.8
anastrozole,ANTI NEOPLASTICS,Aromatase inhibito,Oncology,Malignant Tumor,therapeutic_class,0.8
anastrozole,ANTI NEOPLASTICS,Aromatase inhibito,Oncology,Leukemia,therapeutic_class,0.8
promethazine,GASTRO INTESTINAL,H1 Antihistaminics (First Generation,Gastroenterology,Acid Reflux,therapeutic_class,0.8
promethazine,GASTRO INTESTINAL,H1 Antihistaminics (First Generation,Gastroenterology,GERD,therapeutic_class,0.8
promethazine,GASTRO INTESTINAL,H1 Antihistaminics (First Generation,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
promethazine,GASTRO INTESTINAL,H1 Antihistaminics (First Generation,Gastroenterology,Gastritis,therapeutic_class,0.8
promethazine,GASTRO INTESTINAL,H1 Antihistaminics (First Generation,Gastroenterology,Nausea,therapeutic_class,0.8
promethazine,GASTRO INTESTINAL,H1 Antihistaminics (First Generation,Gastroenterology,Diarrhea,therapeutic_class,0.8
disodium hydrogen citrate,UROLOGY,Uricosuric agent-gou,Urology,Benign Prostatic Hyperplasia,therapeutic_class,0.8
disodium hydrogen citrate,UROLOGY,Uricosuric agent-gou,Urology,Urinary Tract Disorder,therapeutic_class,0.8
salbutamol,RESPIRATOR,,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
salbutamol,RESPIRATOR,,Respiratory,Cough,therapeutic_class,0.8
salbutamol,RESPIRATOR,,Respiratory,Common Cold,therapeutic_class,0.8
salbutamol,RESPIRATOR,,Respiratory,Nasal Congestion,therapeutic_class,0.8
salbutamol,RESPIRATOR,,Respiratory,Bronchitis,therapeutic_class,0.8
erythromycin,ANTI INFECTIVES,Macrolide,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
erythromycin,ANTI INFECTIVES,Macrolide,Infectious Disease,Infection,therapeutic_class,0.8
erythromycin,ANTI INFECTIVES,Macrolide,Infectious Disease,Sepsis,therapeutic_class,0.8
ticagrelor,BLOOD RELATED,P2Y12 inhibitors (ADP receptor,Hematology,Anemia,therapeutic_class,0.8
ticagrelor,BLOOD RELATED,P2Y12 inhibitors (ADP receptor,Hematology,Thrombosis,therapeutic_class,0.8
ticagrelor,BLOOD RELATED,P2Y12 inhibitors (ADP receptor,Hematology,Blood Clotting Disorder,therapeutic_class,0.8
ticagrelor,BLOOD RELATED,P2Y12 inhibitors (ADP receptor,Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
guaifenesin,RESPIRATOR,,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
guaifenesin,RESPIRATOR,,Respiratory,Cough,therapeutic_class,0.8
guaifenesin,RESPIRATOR,,Respiratory,Common Cold,therapeutic_class,0.8
guaifenesin,RESPIRATOR,,Respiratory,Nasal Congestion,therapeutic_class,0.8
guaifenesin,RESPIRATOR,,Respiratory,Bronchitis,therapeutic_class,0.8
dextromethorphan hydrobromide,RESPIRATOR,,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
dextromethorphan hydrobromide,RESPIRATOR,,Respiratory,Cough,therapeutic_class,0.8
dextromethorphan hydrobromide,RESPIRATOR,,Respiratory,Common Cold,therapeutic_class,0.8
dextromethorphan hydrobromide,RESPIRATOR,,Respiratory,Nasal Congestion,therapeutic_class,0.8
dextromethorphan hydrobromide,RESPIRATOR,,Respiratory,Bronchitis,therapeutic_class,0.8
vitamin d3,VITAMINS MINERALS NUTRIENTS,Vitamin,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
vitamin d3,VITAMINS MINERALS NUTRIENTS,Vitamin,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
iron,GYNAECOLOGICAL,Haemopoetic agent,Gynecology,Gynecological Infection,therapeutic_class,0.8
iron,GYNAECOLOGICAL,Haemopoetic agent,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
iron,GYNAECOLOGICAL,Haemopoetic agent,Gynecology,PCOS,therapeutic_class,0.8
iron,GYNAECOLOGICAL,Haemopoetic agent,Gynecology,Menstrual Disorder,therapeutic_class,0.8
lidocaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Pain,therapeutic_class,0.8
lidocaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Inflammation,therapeutic_class,0.8
lidocaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Arthritis,therapeutic_class,0.8
lidocaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
camylofin,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
camylofin,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
camylofin,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
camylofin,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
azelaic acid,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
azelaic acid,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
azelaic acid,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
azelaic acid,DERM,,Dermatology,Eczema,therapeutic_class,0.8
azelaic acid,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
alfuzosin,UROLOGY,Uroselective adrenergic receptor(α1a) antagonis,Urology,Benign Prostatic Hyperplasia,therapeutic_class,0.8
alfuzosin,UROLOGY,Uroselective adrenergic receptor(α1a) antagonis,Urology,Urinary Tract Disorder,therapeutic_class,0.8
isoniazid,ANTI INFECTIVE,,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
isoniazid,ANTI INFECTIVE,,Infectious Disease,Infection,therapeutic_class,0.8
adapalene,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
adapalene,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
adapalene,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
adapalene,DERM,,Dermatology,Eczema,therapeutic_class,0.8
adapalene,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
vitamin a,VITAMINS MINERALS NUTRIENTS,Vitamin,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
vitamin a,VITAMINS MINERALS NUTRIENTS,Vitamin,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
cyproheptadine,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
cyproheptadine,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
cyproheptadine,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
amitriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
amitriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
amitriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Depression,therapeutic_class,0.8
amitriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
amitriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
amitriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
nitroglycerin,CARDIAC,NO Donor,Cardiovascular,Hypertension,therapeutic_class,0.8
nitroglycerin,CARDIAC,NO Donor,Cardiovascular,Heart Disease,therapeutic_class,0.8
nitroglycerin,CARDIAC,NO Donor,Cardiovascular,Angina,therapeutic_class,0.8
nitroglycerin,CARDIAC,NO Donor,Cardiovascular,Arrhythmia,therapeutic_class,0.8
nitroglycerin,CARDIAC,NO Donor,Cardiovascular,Heart Failure,therapeutic_class,0.8
nitroglycerin,CARDIAC,NO Donor,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
acenocoumarol,BLOOD RELATED,Vitamin K antagonist,Hematology,Anemia,therapeutic_class,0.8
acenocoumarol,BLOOD RELATED,Vitamin K antagonist,Hematology,Thrombosis,therapeutic_class,0.8
acenocoumarol,BLOOD RELATED,Vitamin K antagonist,Hematology,Blood Clotting Disorder,therapeutic_class,0.8
acenocoumarol,BLOOD RELATED,Vitamin K antagonist,Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
oseltamivir phosphate,ANTI INFECTIVES,Neuraminidase Inhibitor,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
oseltamivir phosphate,ANTI INFECTIVES,Neuraminidase Inhibitor,Infectious Disease,Infection,therapeutic_class,0.8
oseltamivir phosphate,ANTI INFECTIVES,Neuraminidase Inhibitor,Infectious Disease,Sepsis,therapeutic_class,0.8
memantine,NEURO CNS,NMDA inhibitors- Alzheimer,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
memantine,NEURO CNS,NMDA inhibitors- Alzheimer,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
memantine,NEURO CNS,NMDA inhibitors- Alzheimer,Neurology / Psychiatry,Depression,therapeutic_class,0.8
memantine,NEURO CNS,NMDA inhibitors- Alzheimer,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
memantine,NEURO CNS,NMDA inhibitors- Alzheimer,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
memantine,NEURO CNS,NMDA inhibitors- Alzheimer,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
acotiamide,GASTRO INTESTINAL,Anticholinesterase-Prokinetic agent,Gastroenterology,Acid Reflux,therapeutic_class,0.8
acotiamide,GASTRO INTESTINAL,Anticholinesterase-Prokinetic agent,Gastroenterology,GERD,therapeutic_class,0.8
acotiamide,GASTRO INTESTINAL,Anticholinesterase-Prokinetic agent,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
acotiamide,GASTRO INTESTINAL,Anticholinesterase-Prokinetic agent,Gastroenterology,Gastritis,therapeutic_class,0.8
acotiamide,GASTRO INTESTINAL,Anticholinesterase-Prokinetic agent,Gastroenterology,Nausea,therapeutic_class,0.8
acotiamide,GASTRO INTESTINAL,Anticholinesterase-Prokinetic agent,Gastroenterology,Diarrhea,therapeutic_class,0.8
anti rh d immunoglobulin,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
levosalbutamol,RESPIRATORY,Short acting β2-agonist,Respiratory,Asthma,therapeutic_class,0.8
levosalbutamol,RESPIRATORY,Short acting β2-agonist,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
levosalbutamol,RESPIRATORY,Short acting β2-agonist,Respiratory,COPD,therapeutic_class,0.8
levosalbutamol,RESPIRATORY,Short acting β2-agonist,Respiratory,Cough,therapeutic_class,0.8
levosalbutamol,RESPIRATORY,Short acting β2-agonist,Respiratory,Common Cold,therapeutic_class,0.8
levosalbutamol,RESPIRATORY,Short acting β2-agonist,Respiratory,Bronchitis,therapeutic_class,0.8
avanafil,SEX STIMULANTS REJUVENATOR,,Urology,Erectile Dysfunction,therapeutic_class,0.8
amikacin,ANTI INFECTIVES,Aminoglycoside,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
amikacin,ANTI INFECTIVES,Aminoglycoside,Infectious Disease,Infection,therapeutic_class,0.8
amikacin,ANTI INFECTIVES,Aminoglycoside,Infectious Disease,Sepsis,therapeutic_class,0.8
adrenaline,CARDIAC,Sympathomimetics agonis,Cardiovascular,Hypertension,therapeutic_class,0.8
adrenaline,CARDIAC,Sympathomimetics agonis,Cardiovascular,Heart Disease,therapeutic_class,0.8
adrenaline,CARDIAC,Sympathomimetics agonis,Cardiovascular,Angina,therapeutic_class,0.8
adrenaline,CARDIAC,Sympathomimetics agonis,Cardiovascular,Arrhythmia,therapeutic_class,0.8
